,,,,shopizer,,,,,
,,,,sementic ambuigity,,,,,
,,,,,,,,,
,Algorithm,Mode,Mean_Coupling,Std_Coupling,Mean_MoJoFM,Std_MoJoFM,Mean_HV,Std_HV,Total_LLM_Calls
0,AGE-MOEA-II,Baseline,7486.500000205944,53.03300858683536,3.2367972742759794,0,171768.2350844759,2760.367937570295,0
1,AGE-MOEA-II,Semanti-MOP,7489.500000331742,55.861436011209975,3.5349233390119252,0.1806916817342116,171610.45531986695,2910.9394290490936,160
2,MOEA/D,Baseline,7737.000000514792,2.8284266802141773,3.1090289608177173,0.060230561,158116.2299770437,161.39002470393578,0
3,MOEA/D,Semanti-MOP,7716.0000005141665,28.284271361366628,2.938671209540034,0.060230561,159306.12016844875,1602.0212531994541,92
4,NSGA-II,Baseline,7493.500000043392,12.020815232467669,3.3219761499148213,0.12046112115614091,171416.73566573116,627.3663612470679,0
5,NSGA-II,Semanti-MOP,7505.000000609793,106.06601771707412,3.4071550255536627,0,170759.7002788359,5559.980643940391,160
6,NSGA-III,Baseline,7440.0000005413685,38.18376604412257,3.3645655877342415,0.060230561,174173.70995852968,1951.954134021463,0
7,NSGA-III,Semanti-MOP,7469.500000431233,9.192388364703682,3.321976149914821,0,172663.8349744869,475.3383964,160
8,R-NSGA-II,Baseline,7590.500000054621,28.991378091040716,3.4497444633730834,0.060230561,166256.73548035658,1569.3033010768636,0
9,R-NSGA-II,Semanti-MOP,7514.500000019326,44.54772720916644,3.577512776831346,0,170307.13544156402,2343.6558628795005,160
10,Random Search,Baseline,7730,12.727921624589465,3.1942078364565587,0.060230561,158514.39059597583,724.4734746931557,0
11,Random Search,Semanti-MOP,7725.500000084424,2.1213204364980225,3.279386712,0.30115280289035234,158771.11531193662,120.55511539276577,160
12,U-NSGA-III,Baseline,7484.0000004901285,19.79898957786837,3.492333901192504,0.24092224231228213,171910.39997516206,1029.5474480215148,0
13,U-NSGA-III,Semanti-MOP,7458.500000249673,0.7071065446742104,3.4071550255536627,0.12046112115614091,173231.8549780911,36.40896662344046,160
