,,,,cargo,,,,,
,,,,structural conflict,,,,,
,,,,,,,,,
,Algorithm,Mode,Mean_Coupling,Std_Coupling,Mean_MoJoFM,Std_MoJoFM,Mean_HV,Std_HV,Total_LLM_Calls
0,AGE-MOEA-II,Baseline,310.50000002649097,6.363961016491181,14.485981308411214,1.9825423771585444,719.3200196856017,6.1093925186256675,0
1,AGE-MOEA-II,Semanti-MOP,344.00000006231755,5.656854210774533,19.626168224299064,1.3216949181056945,675.9800249,9.220681533610275,160
2,MOEA/D,Baseline,406.5000008029103,0.7071066666701432,17.28971962616822,3.3042372952642403,535.2000135666132,2.036448717665299,0
3,MOEA/D,Semanti-MOP,392.5000004560246,2.1213205201770875,15.887850467289718,2.6433898362113917,573.5400130863118,5.515411383250985,89
4,NSGA-II,Baseline,351.5000003,17.677669708740062,20.560747663551403,2.6433898362113903,661.7900068489498,31.46624154295763,0
5,NSGA-II,Semanti-MOP,337.50000034529387,10.606601231852578,17.28971962616822,4.625932213369937,685.7500183711572,15.909896155043642,160
6,NSGA-III,Baseline,336.50000035435835,7.778174580827067,18.22429906542056,0.6608474590528498,687.4999992569547,11.511700013906221,0
7,NSGA-III,Semanti-MOP,335.5000006016526,4.949747202280621,18.22429906542056,0.6608474590528498,689.1500124374218,7.226648562327018,160
8,R-NSGA-II,Baseline,334.50000010905325,33.234018808071205,20.56074766,0,685.2000047709818,47.85697992969955,0
9,R-NSGA-II,Semanti-MOP,351.00000010991664,4.242640774565688,18.691588785046726,1.3216949181056983,664.1500271781995,7.509452540469334,160
10,Random Search,Baseline,396.00000046317507,7.071068459221138,17.75700934579439,0,564.0900470090808,18.87974688181568,0
11,Random Search,Semanti-MOP,395.0000002264077,3.174858387038488e-7,17.28971962616822,0.6608474590528486,567.0000301819614,3.8916E-06,160
12,U-NSGA-III,Baseline,328.50000002689444,21.92031022703302,18.691588785046726,2.643389836211393,696.6000271177458,28.934808082287976,0
13,U-NSGA-III,Semanti-MOP,339.0000002668195,15.556348938179482,18.22429906542056,3.3042372952642407,682.8300233910945,23.801218894964233,160
